#  PROBE RESULTS (THIS IS A MAGIC LINE)
# ---------------------------------------------------------------------------
# Evaluation: PDF
# ---------------------------------------------------------------------------
#  Name: ip.endToEnd.packet.outgoing.delay_PDF
#  Description: No descripton available
# ---------------------------------------------------------------------------
#  No active probe
# ---------------------------------------------------------------------------
#  Common Statistics 
#  Minimum: 0.0001218
#  Maximum: 0.1243653
#  Trials: 13776
#  Mean: 0.0272886
# 
#  Variance: 0.0003143
#  Relative variance: 0.4220503
#  Coefficient of variation: 0.6496540
#  Standard deviation: 0.0177282
#  Relative standard deviation: 0.6496540
# 
#  Skewness: 0.8340088
# 
#  2nd moment: 0.0010589
#  3rd moment: 0.0000507
# 
#  Sum of all values: 375.9283677
#  (Sum of all values)^2: 14.5878965
#  (Sum of all values)^3: 0.6983821
# -----------------------------------------------------------
# PDF statistics 
#  Left border of x-axis: 0
#  Right border of x-axis: 1
#  Resolution of x-axis: 1000
# -----------------------------------------------------------
# PDF data 
#  Underflows: 0
#  Underflows in percent: 0
#  Overflows: 0
#  Overflows in percent: 0
# -----------------------------------------------------------
# 
# x             F(x)            G(x)            P(x)
# 
0.0660000           0.9728513       0.0271487       0.0018873
0.0670000           0.9742305       0.0257695       0.0013792
0.0680000           0.9757549       0.0242451       0.0015244
0.0690000           0.9774245       0.0225755       0.0016696
0.0700000           0.9794570       0.0205430       0.0020325
0.0710000           0.9828688       0.0171312       0.0034117
0.0720000           0.9854094       0.0145906       0.0025407
0.0730000           0.9864257       0.0135743       0.0010163
0.0740000           0.9875871       0.0124129       0.0011614
0.0750000           0.9883130       0.0116870       0.0007259
0.0760000           0.9892567       0.0107433       0.0009437
0.0770000           0.9902729       0.0097271       0.0010163
0.0780000           0.9907085       0.0092915       0.0004355
0.0790000           0.9911440       0.0088560       0.0004355
0.0800000           0.9916521       0.0083479       0.0005081
0.0810000           0.9931765       0.0068235       0.0015244
0.0820000           0.9945557       0.0054443       0.0013792
0.0830000           0.9952091       0.0047909       0.0006533
0.0840000           0.9958624       0.0041376       0.0006533
0.0850000           0.9962979       0.0037021       0.0004355
0.0860000           0.9965157       0.0034843       0.0002178
0.0870000           0.9967334       0.0032666       0.0002178
0.0880000           0.9967334       0.0032666       0.0000000
0.0890000           0.9968786       0.0031214       0.0001452
0.0900000           0.9976045       0.0023955       0.0007259
0.0910000           0.9978223       0.0021777       0.0002178
0.0920000           0.9978949       0.0021051       0.0000726
0.0930000           0.9980401       0.0019599       0.0001452
0.0940000           0.9980401       0.0019599       0.0000000
0.0950000           0.9981127       0.0018873       0.0000726
0.0960000           0.9981127       0.0018873       0.0000000
0.0970000           0.9982578       0.0017422       0.0001452
0.0980000           0.9982578       0.0017422       0.0000000
0.0990000           0.9982578       0.0017422       0.0000000
0.1000000           0.9983304       0.0016696       0.0000726
0.1010000           0.9984030       0.0015970       0.0000726
0.1020000           0.9986208       0.0013792       0.0002178
0.1030000           0.9986208       0.0013792       0.0000000
0.1040000           0.9986208       0.0013792       0.0000000
0.1050000           0.9987660       0.0012340       0.0001452
0.1060000           0.9992015       0.0007985       0.0004355
0.1070000           0.9994919       0.0005081       0.0002904
0.1080000           0.9994919       0.0005081       0.0000000
0.1090000           0.9994919       0.0005081       0.0000000
0.1100000           0.9994919       0.0005081       0.0000000
0.1110000           0.9994919       0.0005081       0.0000000
0.1120000           0.9994919       0.0005081       0.0000000
0.1130000           0.9994919       0.0005081       0.0000000
0.1140000           0.9996370       0.0003630       0.0001452
0.1150000           0.9997822       0.0002178       0.0001452
0.1160000           0.9997822       0.0002178       0.0000000
0.1170000           0.9997822       0.0002178       0.0000000
0.1180000           0.9998548       0.0001452       0.0000726
0.1190000           0.9998548       0.0001452       0.0000000
0.1200000           0.9998548       0.0001452       0.0000000
0.1210000           0.9998548       0.0001452       0.0000000
0.1220000           0.9998548       0.0001452       0.0000000
0.1230000           0.9998548       0.0001452       0.0000000
0.1240000           1.0000000       0.0000000       0.0001452
0.1250000           1.0000000       0.0000000       0.0000000
0.1260000           1.0000000       0.0000000       0.0000000
0.1270000           1.0000000       0.0000000       0.0000000
0.1280000           1.0000000       0.0000000       0.0000000
0.1290000           1.0000000       0.0000000       0.0000000
0.1300000           1.0000000       0.0000000       0.0000000
0.1310000           1.0000000       0.0000000       0.0000000
0.1320000           1.0000000       0.0000000       0.0000000
0.1330000           1.0000000       0.0000000       0.0000000
0.1340000           1.0000000       0.0000000       0.0000000
0.1350000           1.0000000       0.0000000       0.0000000
0.1360000           1.0000000       0.0000000       0.0000000
0.1370000           1.0000000       0.0000000       0.0000000
0.1380000           1.0000000       0.0000000       0.0000000
0.1390000           1.0000000       0.0000000       0.0000000
0.1400000           1.0000000       0.0000000       0.0000000
0.1410000           1.0000000       0.0000000       0.0000000
0.1420000           1.0000000       0.0000000       0.0000000
0.1430000           1.0000000       0.0000000       0.0000000
0.1440000           1.0000000       0.0000000       0.0000000
0.1450000           1.0000000       0.0000000       0.0000000
0.1460000           1.0000000       0.0000000       0.0000000
0.1470000           1.0000000       0.0000000       0.0000000
0.1480000           1.0000000       0.0000000       0.0000000
0.1490000           1.0000000       0.0000000       0.0000000
0.1500000           1.0000000       0.0000000       0.0000000
0.1510000           1.0000000       0.0000000       0.0000000
0.1520000           1.0000000       0.0000000       0.0000000
0.1530000           1.0000000       0.0000000       0.0000000
0.1540000           1.0000000       0.0000000       0.0000000
0.1550000           1.0000000       0.0000000       0.0000000
0.1560000           1.0000000       0.0000000       0.0000000
0.1570000           1.0000000       0.0000000       0.0000000
0.1580000           1.0000000       0.0000000       0.0000000
0.1590000           1.0000000       0.0000000       0.0000000
0.1600000           1.0000000       0.0000000       0.0000000
0.1610000           1.0000000       0.0000000       0.0000000
0.1620000           1.0000000       0.0000000       0.0000000
0.1630000           1.0000000       0.0000000       0.0000000
0.1640000           1.0000000       0.0000000       0.0000000
0.1650000           1.0000000       0.0000000       0.0000000
0.1660000           1.0000000       0.0000000       0.0000000
0.1670000           1.0000000       0.0000000       0.0000000
0.1680000           1.0000000       0.0000000       0.0000000
0.1690000           1.0000000       0.0000000       0.0000000
0.1700000           1.0000000       0.0000000       0.0000000
0.1710000           1.0000000       0.0000000       0.0000000
0.1720000           1.0000000       0.0000000       0.0000000
0.1730000           1.0000000       0.0000000       0.0000000
0.1740000           1.0000000       0.0000000       0.0000000
0.1750000           1.0000000       0.0000000       0.0000000
0.1760000           1.0000000       0.0000000       0.0000000
0.1770000           1.0000000       0.0000000       0.0000000
0.1780000           1.0000000       0.0000000       0.0000000
0.1790000           1.0000000       0.0000000       0.0000000
0.1800000           1.0000000       0.0000000       0.0000000
0.1810000           1.0000000       0.0000000       0.0000000
0.1820000           1.0000000       0.0000000       0.0000000
0.1830000           1.0000000       0.0000000       0.0000000
0.1840000           1.0000000       0.0000000       0.0000000
0.1850000           1.0000000       0.0000000       0.0000000
0.1860000           1.0000000       0.0000000       0.0000000
0.1870000           1.0000000       0.0000000       0.0000000
0.1880000           1.0000000       0.0000000       0.0000000
0.1890000           1.0000000       0.0000000       0.0000000
0.1900000           1.0000000       0.0000000       0.0000000
0.1910000           1.0000000       0.0000000       0.0000000
0.1920000           1.0000000       0.0000000       0.0000000
0.1930000           1.0000000       0.0000000       0.0000000
0.1940000           1.0000000       0.0000000       0.0000000
0.1950000           1.0000000       0.0000000       0.0000000
0.1960000           1.0000000       0.0000000       0.0000000
0.1970000           1.0000000       0.0000000       0.0000000
0.1980000           1.0000000       0.0000000       0.0000000
0.1990000           1.0000000       0.0000000       0.0000000
0.2000000           1.0000000       0.0000000       0.0000000
0.2010000           1.0000000       0.0000000       0.0000000
0.2020000           1.0000000       0.0000000       0.0000000
0.2030000           1.0000000       0.0000000       0.0000000
0.2040000           1.0000000       0.0000000       0.0000000
0.2050000           1.0000000       0.0000000       0.0000000
0.2060000           1.0000000       0.0000000       0.0000000
0.2070000           1.0000000       0.0000000       0.0000000
0.2080000           1.0000000       0.0000000       0.0000000
0.2090000           1.0000000       0.0000000       0.0000000
0.2100000           1.0000000       0.0000000       0.0000000
0.2110000           1.0000000       0.0000000       0.0000000
0.2120000           1.0000000       0.0000000       0.0000000
0.2130000           1.0000000       0.0000000       0.0000000
0.2140000           1.0000000       0.0000000       0.0000000
0.2150000           1.0000000       0.0000000       0.0000000
0.2160000           1.0000000       0.0000000       0.0000000
0.2170000           1.0000000       0.0000000       0.0000000
0.2180000           1.0000000       0.0000000       0.0000000
0.2190000           1.0000000       0.0000000       0.0000000
0.2200000           1.0000000       0.0000000       0.0000000
0.2210000           1.0000000       0.0000000       0.0000000
0.2220000           1.0000000       0.0000000       0.0000000
0.2230000           1.0000000       0.0000000       0.0000000
0.2240000           1.0000000       0.0000000       0.0000000
0.2250000           1.0000000       0.0000000       0.0000000
0.2260000           1.0000000       0.0000000       0.0000000
0.2270000           1.0000000       0.0000000       0.0000000
0.2280000           1.0000000       0.0000000       0.0000000
0.2290000           1.0000000       0.0000000       0.0000000
0.2300000           1.0000000       0.0000000       0.0000000
0.2310000           1.0000000       0.0000000       0.0000000
0.2320000           1.0000000       0.0000000       0.0000000
0.2330000           1.0000000       0.0000000       0.0000000
0.2340000           1.0000000       0.0000000       0.0000000
0.2350000           1.0000000       0.0000000       0.0000000
0.2360000           1.0000000       0.0000000       0.0000000
0.2370000           1.0000000       0.0000000       0.0000000
0.2380000           1.0000000       0.0000000       0.0000000
0.2390000           1.0000000       0.0000000       0.0000000
0.2400000           1.0000000       0.0000000       0.0000000
0.2410000           1.0000000       0.0000000       0.0000000
0.2420000           1.0000000       0.0000000       0.0000000
0.2430000           1.0000000       0.0000000       0.0000000
0.2440000           1.0000000       0.0000000       0.0000000
0.2450000           1.0000000       0.0000000       0.0000000
0.2460000           1.0000000       0.0000000       0.0000000
0.2470000           1.0000000       0.0000000       0.0000000
0.2480000           1.0000000       0.0000000       0.0000000
0.2490000           1.0000000       0.0000000       0.0000000
0.2500000           1.0000000       0.0000000       0.0000000
0.2510000           1.0000000       0.0000000       0.0000000
0.2520000           1.0000000       0.0000000       0.0000000
0.2530000           1.0000000       0.0000000       0.0000000
0.2540000           1.0000000       0.0000000       0.0000000
0.2550000           1.0000000       0.0000000       0.0000000
0.2560000           1.0000000       0.0000000       0.0000000
0.2570000           1.0000000       0.0000000       0.0000000
0.2580000           1.0000000       0.0000000       0.0000000
0.2590000           1.0000000       0.0000000       0.0000000
0.2600000           1.0000000       0.0000000       0.0000000
0.2610000           1.0000000       0.0000000       0.0000000
0.2620000           1.0000000       0.0000000       0.0000000
0.2630000           1.0000000       0.0000000       0.0000000
0.2640000           1.0000000       0.0000000       0.0000000
0.2650000           1.0000000       0.0000000       0.0000000
0.2660000           1.0000000       0.0000000       0.0000000
0.2670000           1.0000000       0.0000000       0.0000000
0.2680000           1.0000000       0.0000000       0.0000000
0.2690000           1.0000000       0.0000000       0.0000000
0.2700000           1.0000000       0.0000000       0.0000000
0.2710000           1.0000000       0.0000000       0.0000000
0.2720000           1.0000000       0.0000000       0.0000000
0.2730000           1.0000000       0.0000000       0.0000000
0.2740000           1.0000000       0.0000000       0.0000000
0.2750000           1.0000000       0.0000000       0.0000000
0.2760000           1.0000000       0.0000000       0.0000000
0.2770000           1.0000000       0.0000000       0.0000000
0.2780000           1.0000000       0.0000000       0.0000000
0.2790000           1.0000000       0.0000000       0.0000000
0.2800000           1.0000000       0.0000000       0.0000000
0.2810000           1.0000000       0.0000000       0.0000000
0.2820000           1.0000000       0.0000000       0.0000000
0.2830000           1.0000000       0.0000000       0.0000000
0.2840000           1.0000000       0.0000000       0.0000000
0.2850000           1.0000000       0.0000000       0.0000000
0.2860000           1.0000000       0.0000000       0.0000000
0.2870000           1.0000000       0.0000000       0.0000000
0.2880000           1.0000000       0.0000000       0.0000000
0.2890000           1.0000000       0.0000000       0.0000000
0.2900000           1.0000000       0.0000000       0.0000000
0.2910000           1.0000000       0.0000000       0.0000000
0.2920000           1.0000000       0.0000000       0.0000000
0.2930000           1.0000000       0.0000000       0.0000000
0.2940000           1.0000000       0.0000000       0.0000000
0.2950000           1.0000000       0.0000000       0.0000000
0.2960000           1.0000000       0.0000000       0.0000000
0.2970000           1.0000000       0.0000000       0.0000000
0.2980000           1.0000000       0.0000000       0.0000000
0.2990000           1.0000000       0.0000000       0.0000000
0.3000000           1.0000000       0.0000000       0.0000000
0.3010000           1.0000000       0.0000000       0.0000000
0.3020000           1.0000000       0.0000000       0.0000000
0.3030000           1.0000000       0.0000000       0.0000000
0.3040000           1.0000000       0.0000000       0.0000000
0.3050000           1.0000000       0.0000000       0.0000000
0.3060000           1.0000000       0.0000000       0.0000000
0.3070000           1.0000000       0.0000000       0.0000000
0.3080000           1.0000000       0.0000000       0.0000000
0.3090000           1.0000000       0.0000000       0.0000000
0.3100000           1.0000000       0.0000000       0.0000000
0.3110000           1.0000000       0.0000000       0.0000000
0.3120000           1.0000000       0.0000000       0.0000000
0.3130000           1.0000000       0.0000000       0.0000000
0.3140000           1.0000000       0.0000000       0.0000000
0.3150000           1.0000000       0.0000000       0.0000000
0.3160000           1.0000000       0.0000000       0.0000000
0.3170000           1.0000000       0.0000000       0.0000000
0.3180000           1.0000000       0.0000000       0.0000000
0.3190000           1.0000000       0.0000000       0.0000000
0.3200000           1.0000000       0.0000000       0.0000000
0.3210000           1.0000000       0.0000000       0.0000000
0.3220000           1.0000000       0.0000000       0.0000000
0.3230000           1.0000000       0.0000000       0.0000000
0.3240000           1.0000000       0.0000000       0.0000000
0.3250000           1.0000000       0.0000000       0.0000000
0.3260000           1.0000000       0.0000000       0.0000000
0.3270000           1.0000000       0.0000000       0.0000000
0.3280000           1.0000000       0.0000000       0.0000000
0.3290000           1.0000000       0.0000000       0.0000000
0.3300000           1.0000000       0.0000000       0.0000000
0.3310000           1.0000000       0.0000000       0.0000000
0.3320000           1.0000000       0.0000000       0.0000000
0.3330000           1.0000000       0.0000000       0.0000000
0.3340000           1.0000000       0.0000000       0.0000000
0.3350000           1.0000000       0.0000000       0.0000000
0.3360000           1.0000000       0.0000000       0.0000000
0.3370000           1.0000000       0.0000000       0.0000000
0.3380000           1.0000000       0.0000000       0.0000000
0.3390000           1.0000000       0.0000000       0.0000000
0.3400000           1.0000000       0.0000000       0.0000000
0.3410000           1.0000000       0.0000000       0.0000000
0.3420000           1.0000000       0.0000000       0.0000000
0.3430000           1.0000000       0.0000000       0.0000000
0.3440000           1.0000000       0.0000000       0.0000000
0.3450000           1.0000000       0.0000000       0.0000000
0.3460000           1.0000000       0.0000000       0.0000000
0.3470000           1.0000000       0.0000000       0.0000000
0.3480000           1.0000000       0.0000000       0.0000000
0.3490000           1.0000000       0.0000000       0.0000000
0.3500000           1.0000000       0.0000000       0.0000000
0.3510000           1.0000000       0.0000000       0.0000000
0.3520000           1.0000000       0.0000000       0.0000000
0.3530000           1.0000000       0.0000000       0.0000000
0.3540000           1.0000000       0.0000000       0.0000000
0.3550000           1.0000000       0.0000000       0.0000000
0.3560000           1.0000000       0.0000000       0.0000000
0.3570000           1.0000000       0.0000000       0.0000000
0.3580000           1.0000000       0.0000000       0.0000000
0.3590000           1.0000000       0.0000000       0.0000000
0.3600000           1.0000000       0.0000000       0.0000000
0.3610000           1.0000000       0.0000000       0.0000000
0.3620000           1.0000000       0.0000000       0.0000000
0.3630000           1.0000000       0.0000000       0.0000000
0.3640000           1.0000000       0.0000000       0.0000000
0.3650000           1.0000000       0.0000000       0.0000000
0.3660000           1.0000000       0.0000000       0.0000000
0.3670000           1.0000000       0.0000000       0.0000000
0.3680000           1.0000000       0.0000000       0.0000000
0.3690000           1.0000000       0.0000000       0.0000000
0.3700000           1.0000000       0.0000000       0.0000000
0.3710000           1.0000000       0.0000000       0.0000000
0.3720000           1.0000000       0.0000000       0.0000000
0.3730000           1.0000000       0.0000000       0.0000000
0.3740000           1.0000000       0.0000000       0.0000000
0.3750000           1.0000000       0.0000000       0.0000000
0.3760000           1.0000000       0.0000000       0.0000000
0.3770000           1.0000000       0.0000000       0.0000000
0.3780000           1.0000000       0.0000000       0.0000000
0.3790000           1.0000000       0.0000000       0.0000000
0.3800000           1.0000000       0.0000000       0.0000000
0.3810000           1.0000000       0.0000000       0.0000000
0.3820000           1.0000000       0.0000000       0.0000000
0.3830000           1.0000000       0.0000000       0.0000000
0.3840000           1.0000000       0.0000000       0.0000000
0.3850000           1.0000000       0.0000000       0.0000000
0.3860000           1.0000000       0.0000000       0.0000000
0.3870000           1.0000000       0.0000000       0.0000000
0.3880000           1.0000000       0.0000000       0.0000000
0.3890000           1.0000000       0.0000000       0.0000000
0.3900000           1.0000000       0.0000000       0.0000000
0.3910000           1.0000000       0.0000000       0.0000000
0.3920000           1.0000000       0.0000000       0.0000000
0.3930000           1.0000000       0.0000000       0.0000000
0.3940000           1.0000000       0.0000000       0.0000000
0.3950000           1.0000000       0.0000000       0.0000000
0.3960000           1.0000000       0.0000000       0.0000000
0.3970000           1.0000000       0.0000000       0.0000000
0.3980000           1.0000000       0.0000000       0.0000000
0.3990000           1.0000000       0.0000000       0.0000000
0.4000000           1.0000000       0.0000000       0.0000000
0.4010000           1.0000000       0.0000000       0.0000000
0.4020000           1.0000000       0.0000000       0.0000000
0.4030000           1.0000000       0.0000000       0.0000000
0.4040000           1.0000000       0.0000000       0.0000000
0.4050000           1.0000000       0.0000000       0.0000000
0.4060000           1.0000000       0.0000000       0.0000000
0.4070000           1.0000000       0.0000000       0.0000000
0.4080000           1.0000000       0.0000000       0.0000000
0.4090000           1.0000000       0.0000000       0.0000000
0.4100000           1.0000000       0.0000000       0.0000000
0.4110000           1.0000000       0.0000000       0.0000000
0.4120000           1.0000000       0.0000000       0.0000000
0.4130000           1.0000000       0.0000000       0.0000000
0.4140000           1.0000000       0.0000000       0.0000000
0.4150000           1.0000000       0.0000000       0.0000000
0.4160000           1.0000000       0.0000000       0.0000000
0.4170000           1.0000000       0.0000000       0.0000000
0.4180000           1.0000000       0.0000000       0.0000000
0.4190000           1.0000000       0.0000000       0.0000000
0.4200000           1.0000000       0.0000000       0.0000000
0.4210000           1.0000000       0.0000000       0.0000000
0.4220000           1.0000000       0.0000000       0.0000000
0.4230000           1.0000000       0.0000000       0.0000000
0.4240000           1.0000000       0.0000000       0.0000000
0.4250000           1.0000000       0.0000000       0.0000000
0.4260000           1.0000000       0.0000000       0.0000000
0.4270000           1.0000000       0.0000000       0.0000000
0.4280000           1.0000000       0.0000000       0.0000000
0.4290000           1.0000000       0.0000000       0.0000000
0.4300000           1.0000000       0.0000000       0.0000000
0.4310000           1.0000000       0.0000000       0.0000000
0.4320000           1.0000000       0.0000000       0.0000000
0.4330000           1.0000000       0.0000000       0.0000000
0.4340000           1.0000000       0.0000000       0.0000000
0.4350000           1.0000000       0.0000000       0.0000000
0.4360000           1.0000000       0.0000000       0.0000000
0.4370000           1.0000000       0.0000000       0.0000000
0.4380000           1.0000000       0.0000000       0.0000000
0.4390000           1.0000000       0.0000000       0.0000000
0.4400000           1.0000000       0.0000000       0.0000000
0.4410000           1.0000000       0.0000000       0.0000000
0.4420000           1.0000000       0.0000000       0.0000000
0.4430000           1.0000000       0.0000000       0.0000000
0.4440000           1.0000000       0.0000000       0.0000000
0.4450000           1.0000000       0.0000000       0.0000000
0.4460000           1.0000000       0.0000000       0.0000000
0.4470000           1.0000000       0.0000000       0.0000000
0.4480000           1.0000000       0.0000000       0.0000000
0.4490000           1.0000000       0.0000000       0.0000000
0.4500000           1.0000000       0.0000000       0.0000000
0.4510000           1.0000000       0.0000000       0.0000000
0.4520000           1.0000000       0.0000000       0.0000000
0.4530000           1.0000000       0.0000000       0.0000000
0.4540000           1.0000000       0.0000000       0.0000000
0.4550000           1.0000000       0.0000000       0.0000000
0.4560000           1.0000000       0.0000000       0.0000000
0.4570000           1.0000000       0.0000000       0.0000000
0.4580000           1.0000000       0.0000000       0.0000000
0.4590000           1.0000000       0.0000000       0.0000000
0.4600000           1.0000000       0.0000000       0.0000000
0.4610000           1.0000000       0.0000000       0.0000000
0.4620000           1.0000000       0.0000000       0.0000000
0.4630000           1.0000000       0.0000000       0.0000000
0.4640000           1.0000000       0.0000000       0.0000000
0.4650000           1.0000000       0.0000000       0.0000000
0.4660000           1.0000000       0.0000000       0.0000000
0.4670000           1.0000000       0.0000000       0.0000000
0.4680000           1.0000000       0.0000000       0.0000000
0.4690000           1.0000000       0.0000000       0.0000000
0.4700000           1.0000000       0.0000000       0.0000000
0.4710000           1.0000000       0.0000000       0.0000000
0.4720000           1.0000000       0.0000000       0.0000000
0.4730000           1.0000000       0.0000000       0.0000000
0.4740000           1.0000000       0.0000000       0.0000000
0.4750000           1.0000000       0.0000000       0.0000000
0.4760000           1.0000000       0.0000000       0.0000000
0.4770000           1.0000000       0.0000000       0.0000000
0.4780000           1.0000000       0.0000000       0.0000000
0.4790000           1.0000000       0.0000000       0.0000000
0.4800000           1.0000000       0.0000000       0.0000000
0.4810000           1.0000000       0.0000000       0.0000000
0.4820000           1.0000000       0.0000000       0.0000000
0.4830000           1.0000000       0.0000000       0.0000000
0.4840000           1.0000000       0.0000000       0.0000000
0.4850000           1.0000000       0.0000000       0.0000000
0.4860000           1.0000000       0.0000000       0.0000000
0.4870000           1.0000000       0.0000000       0.0000000
0.4880000           1.0000000       0.0000000       0.0000000
0.4890000           1.0000000       0.0000000       0.0000000
0.4900000           1.0000000       0.0000000       0.0000000
0.4910000           1.0000000       0.0000000       0.0000000
0.4920000           1.0000000       0.0000000       0.0000000
0.4930000           1.0000000       0.0000000       0.0000000
0.4940000           1.0000000       0.0000000       0.0000000
0.4950000           1.0000000       0.0000000       0.0000000
0.4960000           1.0000000       0.0000000       0.0000000
0.4970000           1.0000000       0.0000000       0.0000000
0.4980000           1.0000000       0.0000000       0.0000000
0.4990000           1.0000000       0.0000000       0.0000000
0.5000000           1.0000000       0.0000000       0.0000000
0.5010000           1.0000000       0.0000000       0.0000000
0.5020000           1.0000000       0.0000000       0.0000000
0.5030000           1.0000000       0.0000000       0.0000000
0.5040000           1.0000000       0.0000000       0.0000000
0.5050000           1.0000000       0.0000000       0.0000000
0.5060000           1.0000000       0.0000000       0.0000000
0.5070000           1.0000000       0.0000000       0.0000000
0.5080000           1.0000000       0.0000000       0.0000000
0.5090000           1.0000000       0.0000000       0.0000000
0.5100000           1.0000000       0.0000000       0.0000000
0.5110000           1.0000000       0.0000000       0.0000000
0.5120000           1.0000000       0.0000000       0.0000000
0.5130000           1.0000000       0.0000000       0.0000000
0.5140000           1.0000000       0.0000000       0.0000000
0.5150000           1.0000000       0.0000000       0.0000000
0.5160000           1.0000000       0.0000000       0.0000000
0.5170000           1.0000000       0.0000000       0.0000000
0.5180000           1.0000000       0.0000000       0.0000000
0.5190000           1.0000000       0.0000000       0.0000000
0.5200000           1.0000000       0.0000000       0.0000000
0.5210000           1.0000000       0.0000000       0.0000000
0.5220000           1.0000000       0.0000000       0.0000000
0.5230000           1.0000000       0.0000000       0.0000000
0.5240000           1.0000000       0.0000000       0.0000000
0.5250000           1.0000000       0.0000000       0.0000000
0.5260000           1.0000000       0.0000000       0.0000000
0.5270000           1.0000000       0.0000000       0.0000000
0.5280000           1.0000000       0.0000000       0.0000000
0.5290000           1.0000000       0.0000000       0.0000000
0.5300000           1.0000000       0.0000000       0.0000000
0.5310000           1.0000000       0.0000000       0.0000000
0.5320000           1.0000000       0.0000000       0.0000000
0.5330000           1.0000000       0.0000000       0.0000000
0.5340000           1.0000000       0.0000000       0.0000000
