#  PROBE RESULTS (THIS IS A MAGIC LINE)
# ---------------------------------------------------------------------------
# Evaluation: PDF
# ---------------------------------------------------------------------------
#  Name: traffic.endToEnd.packet.incoming.delay_PDF
#  Description: end to end packet delay [s]
# ---------------------------------------------------------------------------
#  No active probe
# ---------------------------------------------------------------------------
#  Common Statistics 
#  Minimum: 0.0031517
#  Maximum: 0.3592691
#  Trials: 25650
#  Mean: 0.2373223
# 
#  Variance: 0.0032431
#  Relative variance: 0.0575807
#  Coefficient of variation: 0.2399598
#  Standard deviation: 0.0569478
#  Relative standard deviation: 0.2399598
# 
#  Skewness: -1.4114364
# 
#  2nd moment: 0.0595648
#  3rd moment: 0.0154146
# 
#  Sum of all values: 6087.3180903
#  (Sum of all values)^2: 1527.8377182
#  (Sum of all values)^3: 395.3852937
# -----------------------------------------------------------
# PDF statistics 
#  Left border of x-axis: 0
#  Right border of x-axis: 1
#  Resolution of x-axis: 1000
# -----------------------------------------------------------
# PDF data 
#  Underflows: 0
#  Underflows in percent: 0
#  Overflows: 0
#  Overflows in percent: 0
# -----------------------------------------------------------
# 
# x             F(x)            G(x)            P(x)
# 
0.0940000           0.0410136       0.9589864       0.0007407
0.0950000           0.0417544       0.9582456       0.0007407
0.0960000           0.0427680       0.9572320       0.0010136
0.0970000           0.0435867       0.9564133       0.0008187
0.0980000           0.0442885       0.9557115       0.0007018
0.0990000           0.0449903       0.9550097       0.0007018
0.1000000           0.0451462       0.9548538       0.0001559
0.1010000           0.0454971       0.9545029       0.0003509
0.1020000           0.0460039       0.9539961       0.0005068
0.1030000           0.0465107       0.9534893       0.0005068
0.1040000           0.0470955       0.9529045       0.0005848
0.1050000           0.0475244       0.9524756       0.0004288
0.1060000           0.0479922       0.9520078       0.0004678
0.1070000           0.0490838       0.9509162       0.0010916
0.1080000           0.0496686       0.9503314       0.0005848
0.1090000           0.0505263       0.9494737       0.0008577
0.1100000           0.0514620       0.9485380       0.0009357
0.1110000           0.0525926       0.9474074       0.0011306
0.1120000           0.0532554       0.9467446       0.0006628
0.1130000           0.0541910       0.9458090       0.0009357
0.1140000           0.0552437       0.9447563       0.0010526
0.1150000           0.0559844       0.9440156       0.0007407
0.1160000           0.0563743       0.9436257       0.0003899
0.1170000           0.0569981       0.9430019       0.0006238
0.1180000           0.0576998       0.9423002       0.0007018
0.1190000           0.0582456       0.9417544       0.0005458
0.1200000           0.0589084       0.9410916       0.0006628
0.1210000           0.0600780       0.9399220       0.0011696
0.1220000           0.0614035       0.9385965       0.0013255
0.1230000           0.0622222       0.9377778       0.0008187
0.1240000           0.0628460       0.9371540       0.0006238
0.1250000           0.0629630       0.9370370       0.0001170
0.1260000           0.0631189       0.9368811       0.0001559
0.1270000           0.0635867       0.9364133       0.0004678
0.1280000           0.0638596       0.9361404       0.0002729
0.1290000           0.0645224       0.9354776       0.0006628
0.1300000           0.0649513       0.9350487       0.0004288
0.1310000           0.0651852       0.9348148       0.0002339
0.1320000           0.0656140       0.9343860       0.0004288
0.1330000           0.0657700       0.9342300       0.0001559
0.1340000           0.0657700       0.9342300       0.0000000
0.1350000           0.0658480       0.9341520       0.0000780
0.1360000           0.0659649       0.9340351       0.0001170
0.1370000           0.0660819       0.9339181       0.0001170
0.1380000           0.0661209       0.9338791       0.0000390
0.1390000           0.0665497       0.9334503       0.0004288
0.1400000           0.0668226       0.9331774       0.0002729
0.1410000           0.0669006       0.9330994       0.0000780
0.1420000           0.0671345       0.9328655       0.0002339
0.1430000           0.0677583       0.9322417       0.0006238
0.1440000           0.0682651       0.9317349       0.0005068
0.1450000           0.0684211       0.9315789       0.0001559
0.1460000           0.0686940       0.9313060       0.0002729
0.1470000           0.0688499       0.9311501       0.0001559
0.1480000           0.0691618       0.9308382       0.0003119
0.1490000           0.0697466       0.9302534       0.0005848
0.1500000           0.0701365       0.9298635       0.0003899
0.1510000           0.0704483       0.9295517       0.0003119
0.1520000           0.0708772       0.9291228       0.0004288
0.1530000           0.0713060       0.9286940       0.0004288
0.1540000           0.0723587       0.9276413       0.0010526
0.1550000           0.0729825       0.9270175       0.0006238
0.1560000           0.0738012       0.9261988       0.0008187
0.1570000           0.0749318       0.9250682       0.0011306
0.1580000           0.0760624       0.9239376       0.0011306
0.1590000           0.0765302       0.9234698       0.0004678
0.1600000           0.0776218       0.9223782       0.0010916
0.1610000           0.0792982       0.9207018       0.0016764
0.1620000           0.0815595       0.9184405       0.0022612
0.1630000           0.0838596       0.9161404       0.0023002
0.1640000           0.0856140       0.9143860       0.0017544
0.1650000           0.0874464       0.9125536       0.0018324
0.1660000           0.0897466       0.9102534       0.0023002
0.1670000           0.0918908       0.9081092       0.0021442
0.1680000           0.0929435       0.9070565       0.0010526
0.1690000           0.0938402       0.9061598       0.0008967
0.1700000           0.0945419       0.9054581       0.0007018
0.1710000           0.0951267       0.9048733       0.0005848
0.1720000           0.0955166       0.9044834       0.0003899
0.1730000           0.0959454       0.9040546       0.0004288
0.1740000           0.0972710       0.9027290       0.0013255
0.1750000           0.0988694       0.9011306       0.0015984
0.1760000           0.1015205       0.8984795       0.0026511
0.1770000           0.1029240       0.8970760       0.0014035
0.1780000           0.1041326       0.8958674       0.0012086
0.1790000           0.1053021       0.8946979       0.0011696
0.1800000           0.1065887       0.8934113       0.0012865
0.1810000           0.1080702       0.8919298       0.0014815
0.1820000           0.1093957       0.8906043       0.0013255
0.1830000           0.1107602       0.8892398       0.0013645
0.1840000           0.1124366       0.8875634       0.0016764
0.1850000           0.1139571       0.8860429       0.0015205
0.1860000           0.1168421       0.8831579       0.0028850
0.1870000           0.1205458       0.8794542       0.0037037
0.1880000           0.1226901       0.8773099       0.0021442
0.1890000           0.1253801       0.8746199       0.0026901
0.1900000           0.1281481       0.8718519       0.0027680
0.1910000           0.1303704       0.8696296       0.0022222
0.1920000           0.1323197       0.8676803       0.0019493
0.1930000           0.1339571       0.8660429       0.0016374
0.1940000           0.1359454       0.8640546       0.0019883
0.1950000           0.1382456       0.8617544       0.0023002
0.1960000           0.1401949       0.8598051       0.0019493
0.1970000           0.1426511       0.8573489       0.0024561
0.1980000           0.1464717       0.8535283       0.0038207
0.1990000           0.1505653       0.8494347       0.0040936
0.2000000           0.1546199       0.8453801       0.0040546
0.2010000           0.1594152       0.8405848       0.0047953
0.2020000           0.1645614       0.8354386       0.0051462
0.2030000           0.1688499       0.8311501       0.0042885
0.2040000           0.1724366       0.8275634       0.0035867
0.2050000           0.1770760       0.8229240       0.0046394
0.2060000           0.1812086       0.8187914       0.0041326
0.2070000           0.1866667       0.8133333       0.0054581
0.2080000           0.1930604       0.8069396       0.0063938
0.2090000           0.1975439       0.8024561       0.0044834
0.2100000           0.2009357       0.7990643       0.0033918
0.2110000           0.2060039       0.7939961       0.0050682
0.2120000           0.2113060       0.7886940       0.0053021
0.2130000           0.2166082       0.7833918       0.0053021
0.2140000           0.2223002       0.7776998       0.0056920
0.2150000           0.2286550       0.7713450       0.0063548
0.2160000           0.2355945       0.7644055       0.0069396
0.2170000           0.2426511       0.7573489       0.0070565
0.2180000           0.2511111       0.7488889       0.0084600
0.2190000           0.2582456       0.7417544       0.0071345
0.2200000           0.2639766       0.7360234       0.0057310
0.2210000           0.2697856       0.7302144       0.0058090
0.2220000           0.2766472       0.7233528       0.0068616
0.2230000           0.2856530       0.7143470       0.0090058
0.2240000           0.2924756       0.7075244       0.0068226
0.2250000           0.2997271       0.7002729       0.0072515
0.2260000           0.3088889       0.6911111       0.0091618
0.2270000           0.3161014       0.6838986       0.0072125
0.2280000           0.3264717       0.6735283       0.0103704
0.2290000           0.3359064       0.6640936       0.0094347
0.2300000           0.3446784       0.6553216       0.0087719
0.2310000           0.3527096       0.6472904       0.0080312
0.2320000           0.3635088       0.6364912       0.0107992
0.2330000           0.3743860       0.6256140       0.0108772
0.2340000           0.3855361       0.6144639       0.0111501
0.2350000           0.3971540       0.6028460       0.0116179
0.2360000           0.4080702       0.5919298       0.0109162
0.2370000           0.4175049       0.5824951       0.0094347
0.2380000           0.4267836       0.5732164       0.0092788
0.2390000           0.4374659       0.5625341       0.0106823
0.2400000           0.4463158       0.5536842       0.0088499
0.2410000           0.4545029       0.5454971       0.0081871
0.2420000           0.4634308       0.5365692       0.0089279
0.2430000           0.4745419       0.5254581       0.0111111
0.2440000           0.4849513       0.5150487       0.0104094
0.2450000           0.4956725       0.5043275       0.0107212
0.2460000           0.5116179       0.4883821       0.0159454
0.2470000           0.5266277       0.4733723       0.0150097
0.2480000           0.5415984       0.4584016       0.0149708
0.2490000           0.5551657       0.4448343       0.0135673
0.2500000           0.5665887       0.4334113       0.0114230
0.2510000           0.5798830       0.4201170       0.0132943
0.2520000           0.5931384       0.4068616       0.0132554
0.2530000           0.6060039       0.3939961       0.0128655
0.2540000           0.6201949       0.3798051       0.0141910
0.2550000           0.6349318       0.3650682       0.0147368
0.2560000           0.6474464       0.3525536       0.0125146
0.2570000           0.6588694       0.3411306       0.0114230
0.2580000           0.6691618       0.3308382       0.0102924
0.2590000           0.6813255       0.3186745       0.0121637
0.2600000           0.6925146       0.3074854       0.0111891
0.2610000           0.7001949       0.2998051       0.0076803
0.2620000           0.7086160       0.2913840       0.0084211
0.2630000           0.7169591       0.2830409       0.0083431
0.2640000           0.7252242       0.2747758       0.0082651
0.2650000           0.7317739       0.2682261       0.0065497
0.2660000           0.7384016       0.2615984       0.0066277
0.2670000           0.7445614       0.2554386       0.0061598
0.2680000           0.7502144       0.2497856       0.0056530
0.2690000           0.7564133       0.2435867       0.0061988
0.2700000           0.7618324       0.2381676       0.0054191
0.2710000           0.7665887       0.2334113       0.0047563
0.2720000           0.7726706       0.2273294       0.0060819
0.2730000           0.7810526       0.2189474       0.0083821
0.2740000           0.7891618       0.2108382       0.0081092
0.2750000           0.7978168       0.2021832       0.0086550
0.2760000           0.8053021       0.1946979       0.0074854
0.2770000           0.8118519       0.1881481       0.0065497
0.2780000           0.8199610       0.1800390       0.0081092
0.2790000           0.8273294       0.1726706       0.0073684
0.2800000           0.8327485       0.1672515       0.0054191
0.2810000           0.8390253       0.1609747       0.0062768
0.2820000           0.8471735       0.1528265       0.0081481
0.2830000           0.8547758       0.1452242       0.0076023
0.2840000           0.8624561       0.1375439       0.0076803
0.2850000           0.8688499       0.1311501       0.0063938
0.2860000           0.8743860       0.1256140       0.0055361
0.2870000           0.8799220       0.1200780       0.0055361
0.2880000           0.8854971       0.1145029       0.0055750
0.2890000           0.8909942       0.1090058       0.0054971
0.2900000           0.8968421       0.1031579       0.0058480
0.2910000           0.9007797       0.0992203       0.0039376
0.2920000           0.9049123       0.0950877       0.0041326
0.2930000           0.9076413       0.0923587       0.0027290
0.2940000           0.9104094       0.0895906       0.0027680
0.2950000           0.9139961       0.0860039       0.0035867
0.2960000           0.9169201       0.0830799       0.0029240
0.2970000           0.9204678       0.0795322       0.0035478
0.2980000           0.9231969       0.0768031       0.0027290
0.2990000           0.9248343       0.0751657       0.0016374
0.3000000           0.9271735       0.0728265       0.0023392
0.3010000           0.9295906       0.0704094       0.0024172
0.3020000           0.9306823       0.0693177       0.0010916
0.3030000           0.9315010       0.0684990       0.0008187
0.3040000           0.9323587       0.0676413       0.0008577
0.3050000           0.9333723       0.0666277       0.0010136
0.3060000           0.9340351       0.0659649       0.0006628
0.3070000           0.9361014       0.0638986       0.0020663
0.3080000           0.9378947       0.0621053       0.0017934
0.3090000           0.9396101       0.0603899       0.0017154
0.3100000           0.9407407       0.0592593       0.0011306
0.3110000           0.9420663       0.0579337       0.0013255
0.3120000           0.9428460       0.0571540       0.0007797
0.3130000           0.9442885       0.0557115       0.0014425
0.3140000           0.9455361       0.0544639       0.0012476
0.3150000           0.9472125       0.0527875       0.0016764
0.3160000           0.9487719       0.0512281       0.0015595
0.3170000           0.9498246       0.0501754       0.0010526
0.3180000           0.9516179       0.0483821       0.0017934
0.3190000           0.9529045       0.0470955       0.0012865
0.3200000           0.9558674       0.0441326       0.0029630
0.3210000           0.9578168       0.0421832       0.0019493
0.3220000           0.9596101       0.0403899       0.0017934
0.3230000           0.9619883       0.0380117       0.0023782
0.3240000           0.9632359       0.0367641       0.0012476
0.3250000           0.9638207       0.0361793       0.0005848
0.3260000           0.9647563       0.0352437       0.0009357
0.3270000           0.9658480       0.0341520       0.0010916
0.3280000           0.9673294       0.0326706       0.0014815
0.3290000           0.9690838       0.0309162       0.0017544
0.3300000           0.9709942       0.0290058       0.0019103
0.3310000           0.9720468       0.0279532       0.0010526
0.3320000           0.9734893       0.0265107       0.0014425
0.3330000           0.9746979       0.0253021       0.0012086
0.3340000           0.9766082       0.0233918       0.0019103
0.3350000           0.9784016       0.0215984       0.0017934
0.3360000           0.9802339       0.0197661       0.0018324
0.3370000           0.9814815       0.0185185       0.0012476
0.3380000           0.9828850       0.0171150       0.0014035
0.3390000           0.9841715       0.0158285       0.0012865
0.3400000           0.9853021       0.0146979       0.0011306
0.3410000           0.9865107       0.0134893       0.0012086
0.3420000           0.9884211       0.0115789       0.0019103
0.3430000           0.9902924       0.0097076       0.0018713
0.3440000           0.9918908       0.0081092       0.0015984
0.3450000           0.9936062       0.0063938       0.0017154
0.3460000           0.9953606       0.0046394       0.0017544
0.3470000           0.9962573       0.0037427       0.0008967
0.3480000           0.9975828       0.0024172       0.0013255
0.3490000           0.9978558       0.0021442       0.0002729
0.3500000           0.9983626       0.0016374       0.0005068
0.3510000           0.9985965       0.0014035       0.0002339
0.3520000           0.9989864       0.0010136       0.0003899
0.3530000           0.9994152       0.0005848       0.0004288
0.3540000           0.9996881       0.0003119       0.0002729
0.3550000           0.9998051       0.0001949       0.0001170
0.3560000           0.9998051       0.0001949       0.0000000
0.3570000           0.9998830       0.0001170       0.0000780
0.3580000           0.9999610       0.0000390       0.0000780
0.3590000           1.0000000       0.0000000       0.0000390
0.3600000           1.0000000       0.0000000       0.0000000
0.3610000           1.0000000       0.0000000       0.0000000
0.3620000           1.0000000       0.0000000       0.0000000
0.3630000           1.0000000       0.0000000       0.0000000
0.3640000           1.0000000       0.0000000       0.0000000
0.3650000           1.0000000       0.0000000       0.0000000
0.3660000           1.0000000       0.0000000       0.0000000
0.3670000           1.0000000       0.0000000       0.0000000
0.3680000           1.0000000       0.0000000       0.0000000
0.3690000           1.0000000       0.0000000       0.0000000
0.3700000           1.0000000       0.0000000       0.0000000
0.3710000           1.0000000       0.0000000       0.0000000
0.3720000           1.0000000       0.0000000       0.0000000
0.3730000           1.0000000       0.0000000       0.0000000
0.3740000           1.0000000       0.0000000       0.0000000
0.3750000           1.0000000       0.0000000       0.0000000
0.3760000           1.0000000       0.0000000       0.0000000
0.3770000           1.0000000       0.0000000       0.0000000
0.3780000           1.0000000       0.0000000       0.0000000
0.3790000           1.0000000       0.0000000       0.0000000
0.3800000           1.0000000       0.0000000       0.0000000
0.3810000           1.0000000       0.0000000       0.0000000
0.3820000           1.0000000       0.0000000       0.0000000
0.3830000           1.0000000       0.0000000       0.0000000
0.3840000           1.0000000       0.0000000       0.0000000
0.3850000           1.0000000       0.0000000       0.0000000
0.3860000           1.0000000       0.0000000       0.0000000
0.3870000           1.0000000       0.0000000       0.0000000
0.3880000           1.0000000       0.0000000       0.0000000
0.3890000           1.0000000       0.0000000       0.0000000
0.3900000           1.0000000       0.0000000       0.0000000
0.3910000           1.0000000       0.0000000       0.0000000
0.3920000           1.0000000       0.0000000       0.0000000
0.3930000           1.0000000       0.0000000       0.0000000
0.3940000           1.0000000       0.0000000       0.0000000
0.3950000           1.0000000       0.0000000       0.0000000
0.3960000           1.0000000       0.0000000       0.0000000
0.3970000           1.0000000       0.0000000       0.0000000
0.3980000           1.0000000       0.0000000       0.0000000
0.3990000           1.0000000       0.0000000       0.0000000
0.4000000           1.0000000       0.0000000       0.0000000
0.4010000           1.0000000       0.0000000       0.0000000
0.4020000           1.0000000       0.0000000       0.0000000
0.4030000           1.0000000       0.0000000       0.0000000
0.4040000           1.0000000       0.0000000       0.0000000
0.4050000           1.0000000       0.0000000       0.0000000
0.4060000           1.0000000       0.0000000       0.0000000
0.4070000           1.0000000       0.0000000       0.0000000
0.4080000           1.0000000       0.0000000       0.0000000
0.4090000           1.0000000       0.0000000       0.0000000
0.4100000           1.0000000       0.0000000       0.0000000
0.4110000           1.0000000       0.0000000       0.0000000
0.4120000           1.0000000       0.0000000       0.0000000
0.4130000           1.0000000       0.0000000       0.0000000
0.4140000           1.0000000       0.0000000       0.0000000
0.4150000           1.0000000       0.0000000       0.0000000
0.4160000           1.0000000       0.0000000       0.0000000
0.4170000           1.0000000       0.0000000       0.0000000
0.4180000           1.0000000       0.0000000       0.0000000
0.4190000           1.0000000       0.0000000       0.0000000
0.4200000           1.0000000       0.0000000       0.0000000
0.4210000           1.0000000       0.0000000       0.0000000
0.4220000           1.0000000       0.0000000       0.0000000
0.4230000           1.0000000       0.0000000       0.0000000
0.4240000           1.0000000       0.0000000       0.0000000
0.4250000           1.0000000       0.0000000       0.0000000
0.4260000           1.0000000       0.0000000       0.0000000
0.4270000           1.0000000       0.0000000       0.0000000
0.4280000           1.0000000       0.0000000       0.0000000
0.4290000           1.0000000       0.0000000       0.0000000
0.4300000           1.0000000       0.0000000       0.0000000
0.4310000           1.0000000       0.0000000       0.0000000
0.4320000           1.0000000       0.0000000       0.0000000
0.4330000           1.0000000       0.0000000       0.0000000
0.4340000           1.0000000       0.0000000       0.0000000
0.4350000           1.0000000       0.0000000       0.0000000
0.4360000           1.0000000       0.0000000       0.0000000
0.4370000           1.0000000       0.0000000       0.0000000
0.4380000           1.0000000       0.0000000       0.0000000
0.4390000           1.0000000       0.0000000       0.0000000
0.4400000           1.0000000       0.0000000       0.0000000
0.4410000           1.0000000       0.0000000       0.0000000
0.4420000           1.0000000       0.0000000       0.0000000
0.4430000           1.0000000       0.0000000       0.0000000
0.4440000           1.0000000       0.0000000       0.0000000
0.4450000           1.0000000       0.0000000       0.0000000
0.4460000           1.0000000       0.0000000       0.0000000
0.4470000           1.0000000       0.0000000       0.0000000
0.4480000           1.0000000       0.0000000       0.0000000
0.4490000           1.0000000       0.0000000       0.0000000
0.4500000           1.0000000       0.0000000       0.0000000
0.4510000           1.0000000       0.0000000       0.0000000
0.4520000           1.0000000       0.0000000       0.0000000
0.4530000           1.0000000       0.0000000       0.0000000
0.4540000           1.0000000       0.0000000       0.0000000
0.4550000           1.0000000       0.0000000       0.0000000
0.4560000           1.0000000       0.0000000       0.0000000
0.4570000           1.0000000       0.0000000       0.0000000
0.4580000           1.0000000       0.0000000       0.0000000
0.4590000           1.0000000       0.0000000       0.0000000
0.4600000           1.0000000       0.0000000       0.0000000
0.4610000           1.0000000       0.0000000       0.0000000
0.4620000           1.0000000       0.0000000       0.0000000
0.4630000           1.0000000       0.0000000       0.0000000
0.4640000           1.0000000       0.0000000       0.0000000
0.4650000           1.0000000       0.0000000       0.0000000
0.4660000           1.0000000       0.0000000       0.0000000
0.4670000           1.0000000       0.0000000       0.0000000
0.4680000           1.0000000       0.0000000       0.0000000
0.4690000           1.0000000       0.0000000       0.0000000
0.4700000           1.0000000       0.0000000       0.0000000
0.4710000           1.0000000       0.0000000       0.0000000
0.4720000           1.0000000       0.0000000       0.0000000
0.4730000           1.0000000       0.0000000       0.0000000
0.4740000           1.0000000       0.0000000       0.0000000
0.4750000           1.0000000       0.0000000       0.0000000
0.4760000           1.0000000       0.0000000       0.0000000
0.4770000           1.0000000       0.0000000       0.0000000
0.4780000           1.0000000       0.0000000       0.0000000
0.4790000           1.0000000       0.0000000       0.0000000
0.4800000           1.0000000       0.0000000       0.0000000
0.4810000           1.0000000       0.0000000       0.0000000
0.4820000           1.0000000       0.0000000       0.0000000
0.4830000           1.0000000       0.0000000       0.0000000
0.4840000           1.0000000       0.0000000       0.0000000
0.4850000           1.0000000       0.0000000       0.0000000
0.4860000           1.0000000       0.0000000       0.0000000
0.4870000           1.0000000       0.0000000       0.0000000
0.4880000           1.0000000       0.0000000       0.0000000
0.4890000           1.0000000       0.0000000       0.0000000
0.4900000           1.0000000       0.0000000       0.0000000
0.4910000           1.0000000       0.0000000       0.0000000
0.4920000           1.0000000       0.0000000       0.0000000
0.4930000           1.0000000       0.0000000       0.0000000
0.4940000           1.0000000       0.0000000       0.0000000
0.4950000           1.0000000       0.0000000       0.0000000
0.4960000           1.0000000       0.0000000       0.0000000
0.4970000           1.0000000       0.0000000       0.0000000
0.4980000           1.0000000       0.0000000       0.0000000
0.4990000           1.0000000       0.0000000       0.0000000
0.5000000           1.0000000       0.0000000       0.0000000
0.5010000           1.0000000       0.0000000       0.0000000
0.5020000           1.0000000       0.0000000       0.0000000
0.5030000           1.0000000       0.0000000       0.0000000
0.5040000           1.0000000       0.0000000       0.0000000
0.5050000           1.0000000       0.0000000       0.0000000
0.5060000           1.0000000       0.0000000       0.0000000
0.5070000           1.0000000       0.0000000       0.0000000
0.5080000           1.0000000       0.0000000       0.0000000
0.5090000           1.0000000       0.0000000       0.0000000
0.5100000           1.0000000       0.0000000       0.0000000
0.5110000           1.0000000       0.0000000       0.0000000
0.5120000           1.0000000       0.0000000       0.0000000
0.5130000           1.0000000       0.0000000       0.0000000
0.5140000           1.0000000       0.0000000       0.0000000
0.5150000           1.0000000       0.0000000       0.0000000
0.5160000           1.0000000       0.0000000       0.0000000
0.5170000           1.0000000       0.0000000       0.0000000
0.5180000           1.0000000       0.0000000       0.0000000
0.5190000           1.0000000       0.0000000       0.0000000
0.5200000           1.0000000       0.0000000       0.0000000
0.5210000           1.0000000       0.0000000       0.0000000
0.5220000           1.0000000       0.0000000       0.0000000
0.5230000           1.0000000       0.0000000       0.0000000
0.5240000           1.0000000       0.0000000       0.0000000
0.5250000           1.0000000       0.0000000       0.0000000
0.5260000           1.0000000       0.0000000       0.0000000
0.5270000           1.0000000       0.0000000       0.0000000
0.5280000           1.0000000       0.0000000       0.0000000
0.5290000           1.0000000       0.0000000       0.0000000
0.5300000           1.0000000       0.0000000       0.0000000
0.5310000           1.0000000       0.0000000       0.0000000
0.5320000           1.0000000       0.0000000       0.0000000
0.5330000           1.0000000       0.0000000       0.0000000
0.5340000           1.0000000       0.0000000       0.0000000
